5:4:39.389867 - debugger.py, 1 - Started
5:4:40.825235 - Interface_Object.py, 455 - Button exit rendering
5:4:40.825235 - Interface_Object.py, 456 - Button start_typing rendering
5:4:40.825235 - Interface_Object.py, 457 - Button stop_typing rendering
5:4:40.826235 - Interface.py, 458 - Main cycle iteration
5:4:40.842892 - Interface.py, 459 - Rendering
5:4:40.842892 - Interface.py, 460 - Rendering sprite
5:4:40.846894 - Interface.py, 461 - Rendering sprite
5:4:40.851896 - Interface.py, 462 - Rendering sprite
5:4:40.856896 - Interface_Object.py, 463 - Button exit rendering
5:4:40.856896 - Interface_Object.py, 464 - Button start_typing rendering
5:4:40.856896 - Interface_Object.py, 465 - Button stop_typing rendering
5:4:40.857896 - Interface.py, 466 - Main cycle iteration
5:4:40.874909 - Interface.py, 467 - Rendering
5:4:40.874909 - Interface.py, 468 - Rendering sprite
5:4:40.878910 - Interface.py, 469 - Rendering sprite
5:4:40.883911 - Interface.py, 470 - Rendering sprite
5:4:40.887912 - Interface_Object.py, 471 - Button exit rendering
5:4:40.888912 - Interface_Object.py, 472 - Button start_typing rendering
5:4:40.888912 - Interface_Object.py, 473 - Button stop_typing rendering
5:4:40.889912 - Interface.py, 474 - Main cycle iteration
5:4:40.906667 - Interface.py, 475 - Rendering
5:4:40.906667 - Interface.py, 476 - Rendering sprite
5:4:40.910667 - Interface.py, 477 - Rendering sprite
5:4:40.915669 - Interface.py, 478 - Rendering sprite
5:4:40.920913 - Interface_Object.py, 479 - Button exit rendering
5:4:40.921906 - Interface_Object.py, 480 - Button start_typing rendering
5:4:40.921906 - Interface_Object.py, 481 - Button stop_typing rendering
5:4:40.922907 - Interface.py, 482 - Main cycle iteration
5:4:40.940054 - Interface.py, 483 - Rendering
5:4:40.940054 - Interface.py, 484 - Rendering sprite
5:4:40.944054 - Interface.py, 485 - Rendering sprite
5:4:40.949056 - Interface.py, 486 - Rendering sprite
5:4:40.954057 - Interface_Object.py, 487 - Button exit rendering
5:4:40.954057 - Interface_Object.py, 488 - Button start_typing rendering
5:4:40.954057 - Interface_Object.py, 489 - Button stop_typing rendering
5:4:40.955058 - Interface.py, 490 - Main cycle iteration
5:4:40.972064 - Interface.py, 491 - Rendering
5:4:40.972064 - Interface.py, 492 - Rendering sprite
5:4:40.976065 - Interface.py, 493 - Rendering sprite
5:4:40.981066 - Interface.py, 494 - Rendering sprite
5:4:40.986068 - Interface_Object.py, 495 - Button exit rendering
5:4:40.986068 - Interface_Object.py, 496 - Button start_typing rendering
5:4:40.987068 - Interface_Object.py, 497 - Button stop_typing rendering
5:4:40.987068 - Interface.py, 498 - Main cycle iteration
5:4:41.4079 - Interface.py, 499 - Rendering
5:4:41.4079 - Interface.py, 500 - Rendering sprite
5:4:41.8080 - Interface.py, 501 - Rendering sprite
5:4:41.13081 - Interface.py, 502 - Rendering sprite
5:4:41.18083 - Interface_Object.py, 503 - Button exit rendering
5:4:41.19083 - Interface_Object.py, 504 - Button start_typing rendering
5:4:41.19083 - Interface_Object.py, 505 - Button stop_typing rendering
5:4:41.20083 - Interface.py, 506 - Main cycle iteration
5:4:41.37091 - Interface.py, 507 - Rendering
5:4:41.37091 - Interface.py, 508 - Rendering sprite
5:4:41.41597 - Interface.py, 509 - Rendering sprite
5:4:41.45598 - Interface.py, 510 - Rendering sprite
5:4:41.50598 - Interface_Object.py, 511 - Button exit rendering
5:4:41.51599 - Interface_Object.py, 512 - Button start_typing rendering
5:4:41.52509 - Interface_Object.py, 513 - Button stop_typing rendering
5:4:41.52599 - Interface.py, 514 - Main cycle iteration
5:4:41.69805 - Interface.py, 515 - Rendering
5:4:41.69805 - Interface.py, 516 - Rendering sprite
5:4:41.74593 - Interface.py, 517 - Rendering sprite
5:4:41.78593 - Interface.py, 518 - Rendering sprite
5:4:41.83595 - Interface_Object.py, 519 - Button exit rendering
5:4:41.83595 - Interface_Object.py, 520 - Button start_typing rendering
5:4:41.84596 - Interface_Object.py, 521 - Button stop_typing rendering
5:4:41.84596 - Interface.py, 522 - Main cycle iteration
5:4:41.101610 - Interface.py, 523 - Rendering
5:4:41.101610 - Interface.py, 524 - Rendering sprite
5:4:41.105604 - Interface.py, 525 - Rendering sprite
5:4:41.110605 - Interface.py, 526 - Rendering sprite
5:4:41.115606 - Interface_Object.py, 527 - Button exit rendering
5:4:41.115606 - Interface_Object.py, 528 - Button start_typing rendering
5:4:41.115606 - Interface_Object.py, 529 - Button stop_typing rendering
5:4:41.116606 - Interface.py, 530 - Main cycle iteration
5:4:41.133168 - Interface_Object.py, 531 - Button exit intersection check
5:4:41.133168 - Interface_Object.py, 532 - Button exit intersection check failed
5:4:41.133168 - Interface_Object.py, 533 - Button exit press check
5:4:41.133168 - Interface_Object.py, 534 - Button exit intersection check failed
5:4:41.133168 - Interface_Object.py, 535 - Button start_typing intersection check
5:4:41.133168 - Interface_Object.py, 536 - Button start_typing intersection check failed
5:4:41.133168 - Interface_Object.py, 537 - Button start_typing press check
5:4:41.133168 - Interface_Object.py, 538 - Button start_typing intersection check failed
5:4:41.133168 - Interface_Object.py, 539 - Button stop_typing intersection check
5:4:41.133168 - Interface_Object.py, 540 - Button stop_typing intersection check failed
5:4:41.133168 - Interface_Object.py, 541 - Button stop_typing press check
5:4:41.133168 - Interface_Object.py, 542 - Button stop_typing intersection check failed
5:4:41.133168 - Interface.py, 543 - Rendering
5:4:41.133168 - Interface.py, 544 - Rendering sprite
5:4:41.138170 - Interface.py, 545 - Rendering sprite
5:4:41.142171 - Interface.py, 546 - Rendering sprite
5:4:41.147172 - Interface_Object.py, 547 - Button exit rendering
5:4:41.148172 - Interface_Object.py, 548 - Button start_typing rendering
5:4:41.148172 - Interface_Object.py, 549 - Button stop_typing rendering
5:4:41.149173 - Interface.py, 550 - Main cycle iteration
5:4:41.165687 - Interface_Object.py, 551 - Button exit intersection check
5:4:41.165687 - Interface_Object.py, 552 - Button exit intersection check failed
5:4:41.165687 - Interface_Object.py, 553 - Button exit press check
5:4:41.165687 - Interface_Object.py, 554 - Button exit intersection check failed
5:4:41.165687 - Interface_Object.py, 555 - Button start_typing intersection check
5:4:41.165687 - Interface_Object.py, 556 - Button start_typing intersection check failed
5:4:41.165687 - Interface_Object.py, 557 - Button start_typing press check
5:4:41.165687 - Interface_Object.py, 558 - Button start_typing intersection check failed
5:4:41.165687 - Interface_Object.py, 559 - Button stop_typing intersection check
5:4:41.165687 - Interface_Object.py, 560 - Button stop_typing intersection check failed
5:4:41.165687 - Interface_Object.py, 561 - Button stop_typing press check
5:4:41.165687 - Interface_Object.py, 562 - Button stop_typing intersection check failed
5:4:41.165687 - Interface.py, 563 - Rendering
5:4:41.165687 - Interface.py, 564 - Rendering sprite
5:4:41.170688 - Interface.py, 565 - Rendering sprite
5:4:41.175689 - Interface.py, 566 - Rendering sprite
5:4:41.179689 - Interface_Object.py, 567 - Button exit rendering
5:4:41.180691 - Interface_Object.py, 568 - Button start_typing rendering
5:4:41.180691 - Interface_Object.py, 569 - Button stop_typing rendering
5:4:41.181689 - Interface.py, 570 - Main cycle iteration
5:4:41.198694 - Interface_Object.py, 571 - Button exit intersection check
5:4:41.198694 - Interface_Object.py, 572 - Button exit intersection check failed
5:4:41.198694 - Interface_Object.py, 573 - Button exit press check
5:4:41.198694 - Interface_Object.py, 574 - Button exit intersection check failed
5:4:41.198694 - Interface_Object.py, 575 - Button start_typing intersection check
5:4:41.198694 - Interface_Object.py, 576 - Button start_typing intersection check failed
5:4:41.198694 - Interface_Object.py, 577 - Button start_typing press check
5:4:41.198694 - Interface_Object.py, 578 - Button start_typing intersection check failed
5:4:41.198694 - Interface_Object.py, 579 - Button stop_typing intersection check
5:4:41.198694 - Interface_Object.py, 580 - Button stop_typing intersection check failed
5:4:41.198694 - Interface_Object.py, 581 - Button stop_typing press check
5:4:41.198694 - Interface_Object.py, 582 - Button stop_typing intersection check failed
5:4:41.198694 - Interface.py, 583 - Rendering
5:4:41.198694 - Interface.py, 584 - Rendering sprite
5:4:41.203694 - Interface.py, 585 - Rendering sprite
5:4:41.208695 - Interface.py, 586 - Rendering sprite
5:4:41.212696 - Interface_Object.py, 587 - Button exit rendering
5:4:41.213696 - Interface_Object.py, 588 - Button start_typing rendering
5:4:41.213696 - Interface_Object.py, 589 - Button stop_typing rendering
5:4:41.214697 - Interface.py, 590 - Main cycle iteration
5:4:41.231688 - Interface_Object.py, 591 - Button exit intersection check
5:4:41.231688 - Interface_Object.py, 592 - Button exit intersection check passed
5:4:41.231688 - Interface_Object.py, 593 - Button exit press check
5:4:41.231688 - Interface_Object.py, 594 - Button exit intersection check failed
5:4:41.231688 - Interface_Object.py, 595 - Button start_typing intersection check
5:4:41.231688 - Interface_Object.py, 596 - Button start_typing intersection check failed
5:4:41.231688 - Interface_Object.py, 597 - Button start_typing press check
5:4:41.231688 - Interface_Object.py, 598 - Button start_typing intersection check failed
5:4:41.231688 - Interface_Object.py, 599 - Button stop_typing intersection check
5:4:41.231688 - Interface_Object.py, 600 - Button stop_typing intersection check failed
5:4:41.231688 - Interface_Object.py, 601 - Button stop_typing press check
5:4:41.231688 - Interface_Object.py, 602 - Button stop_typing intersection check failed
5:4:41.231688 - Interface.py, 603 - Rendering
5:4:41.231688 - Interface.py, 604 - Rendering sprite
5:4:41.236689 - Interface.py, 605 - Rendering sprite
5:4:41.241690 - Interface.py, 606 - Rendering sprite
5:4:41.245691 - Interface_Object.py, 607 - Button exit rendering
5:4:41.246691 - Interface_Object.py, 608 - Button start_typing rendering
5:4:41.246691 - Interface_Object.py, 609 - Button stop_typing rendering
5:4:41.247691 - Interface.py, 610 - Main cycle iteration
5:4:41.265144 - Interface_Object.py, 611 - Button exit intersection check
5:4:41.265144 - Interface_Object.py, 612 - Button exit intersection check passed
5:4:41.265144 - Interface_Object.py, 613 - Button exit press check
5:4:41.265144 - Interface_Object.py, 614 - Button exit intersection check failed
5:4:41.265144 - Interface_Object.py, 615 - Button start_typing intersection check
5:4:41.265144 - Interface_Object.py, 616 - Button start_typing intersection check failed
5:4:41.265144 - Interface_Object.py, 617 - Button start_typing press check
5:4:41.265144 - Interface_Object.py, 618 - Button start_typing intersection check failed
5:4:41.265144 - Interface_Object.py, 619 - Button stop_typing intersection check
5:4:41.265144 - Interface_Object.py, 620 - Button stop_typing intersection check failed
5:4:41.265144 - Interface_Object.py, 621 - Button stop_typing press check
5:4:41.265144 - Interface_Object.py, 622 - Button stop_typing intersection check failed
5:4:41.265144 - Interface.py, 623 - Rendering
5:4:41.265144 - Interface.py, 624 - Rendering sprite
5:4:41.270146 - Interface.py, 625 - Rendering sprite
5:4:41.275152 - Interface.py, 626 - Rendering sprite
5:4:41.279152 - Interface_Object.py, 627 - Button exit rendering
5:4:41.280152 - Interface_Object.py, 628 - Button start_typing rendering
5:4:41.280152 - Interface_Object.py, 629 - Button stop_typing rendering
5:4:41.281154 - Interface.py, 630 - Main cycle iteration
5:4:41.297505 - Interface.py, 631 - Rendering
5:4:41.297505 - Interface.py, 632 - Rendering sprite
5:4:41.302507 - Interface.py, 633 - Rendering sprite
5:4:41.306508 - Interface.py, 634 - Rendering sprite
5:4:41.311509 - Interface_Object.py, 635 - Button exit rendering
5:4:41.311509 - Interface_Object.py, 636 - Button start_typing rendering
5:4:41.312509 - Interface_Object.py, 637 - Button stop_typing rendering
5:4:41.312509 - Interface.py, 638 - Main cycle iteration
5:4:41.329521 - Interface.py, 639 - Rendering
5:4:41.329521 - Interface.py, 640 - Rendering sprite
5:4:41.334522 - Interface.py, 641 - Rendering sprite
5:4:41.338523 - Interface.py, 642 - Rendering sprite
5:4:41.343524 - Interface_Object.py, 643 - Button exit rendering
5:4:41.343524 - Interface_Object.py, 644 - Button start_typing rendering
5:4:41.344524 - Interface_Object.py, 645 - Button stop_typing rendering
5:4:41.344524 - Interface.py, 646 - Main cycle iteration
5:4:41.361528 - Interface.py, 647 - Rendering
5:4:41.361528 - Interface.py, 648 - Rendering sprite
5:4:41.365530 - Interface.py, 649 - Rendering sprite
5:4:41.370531 - Interface.py, 650 - Rendering sprite
5:4:41.375531 - Interface_Object.py, 651 - Button exit rendering
5:4:41.375531 - Interface_Object.py, 652 - Button start_typing rendering
5:4:41.376531 - Interface_Object.py, 653 - Button stop_typing rendering
5:4:41.376531 - Interface.py, 654 - Main cycle iteration
5:4:41.393395 - Interface.py, 655 - Rendering
5:4:41.393395 - Interface.py, 656 - Rendering sprite
5:4:41.397397 - Interface.py, 657 - Rendering sprite
5:4:41.402711 - Interface.py, 658 - Rendering sprite
5:4:41.407400 - Interface_Object.py, 659 - Button exit rendering
5:4:41.407400 - Interface_Object.py, 660 - Button start_typing rendering
5:4:41.407400 - Interface_Object.py, 661 - Button stop_typing rendering
5:4:41.408399 - Interface.py, 662 - Main cycle iteration
5:4:41.425406 - Interface.py, 663 - Rendering
5:4:41.425406 - Interface.py, 664 - Rendering sprite
5:4:41.429407 - Interface.py, 665 - Rendering sprite
5:4:41.434409 - Interface.py, 666 - Rendering sprite
5:4:41.439420 - Interface_Object.py, 667 - Button exit rendering
5:4:41.439420 - Interface_Object.py, 668 - Button start_typing rendering
5:4:41.440412 - Interface_Object.py, 669 - Button stop_typing rendering
5:4:41.440412 - Interface.py, 670 - Main cycle iteration
5:4:41.457286 - Interface.py, 671 - Rendering
5:4:41.457286 - Interface.py, 672 - Rendering sprite
5:4:41.461287 - Interface.py, 673 - Rendering sprite
5:4:41.466288 - Interface.py, 674 - Rendering sprite
5:4:41.471290 - Interface_Object.py, 675 - Button exit rendering
5:4:41.471290 - Interface_Object.py, 676 - Button start_typing rendering
5:4:41.471290 - Interface_Object.py, 677 - Button stop_typing rendering
5:4:41.472290 - Interface.py, 678 - Main cycle iteration
5:4:41.489859 - Interface.py, 679 - Rendering
5:4:41.489859 - Interface.py, 680 - Rendering sprite
5:4:41.493804 - Interface.py, 681 - Rendering sprite
5:4:41.498805 - Interface.py, 682 - Rendering sprite
5:4:41.503806 - Interface_Object.py, 683 - Button exit rendering
5:4:41.503806 - Interface_Object.py, 684 - Button start_typing rendering
5:4:41.503806 - Interface_Object.py, 685 - Button stop_typing rendering
5:4:41.504806 - Interface.py, 686 - Main cycle iteration
5:4:41.521812 - Interface.py, 687 - Rendering
5:4:41.521812 - Interface.py, 688 - Rendering sprite
5:4:41.525813 - Interface.py, 689 - Rendering sprite
5:4:41.530815 - Interface.py, 690 - Rendering sprite
5:4:41.535816 - Interface_Object.py, 691 - Button exit rendering
5:4:41.535816 - Interface_Object.py, 692 - Button start_typing rendering
5:4:41.535816 - Interface_Object.py, 693 - Button stop_typing rendering
5:4:41.536816 - Interface.py, 694 - Main cycle iteration
5:4:41.554822 - Interface.py, 695 - Rendering
5:4:41.554822 - Interface.py, 696 - Rendering sprite
5:4:41.558822 - Interface.py, 697 - Rendering sprite
5:4:41.563824 - Interface.py, 698 - Rendering sprite
5:4:41.568825 - Interface_Object.py, 699 - Button exit rendering
5:4:41.568825 - Interface_Object.py, 700 - Button start_typing rendering
5:4:41.569826 - Interface_Object.py, 701 - Button stop_typing rendering
5:4:41.569826 - Interface.py, 702 - Main cycle iteration
5:4:41.586834 - Interface.py, 703 - Rendering
5:4:41.586834 - Interface.py, 704 - Rendering sprite
5:4:41.590834 - Interface.py, 705 - Rendering sprite
5:4:41.595836 - Interface.py, 706 - Rendering sprite
5:4:41.600838 - Interface_Object.py, 707 - Button exit rendering
5:4:41.600838 - Interface_Object.py, 708 - Button start_typing rendering
5:4:41.601837 - Interface_Object.py, 709 - Button stop_typing rendering
5:4:41.601837 - Interface.py, 710 - Main cycle iteration
5:4:41.618845 - Interface.py, 711 - Rendering
5:4:41.618845 - Interface.py, 712 - Rendering sprite
5:4:41.622844 - Interface.py, 713 - Rendering sprite
5:4:41.627846 - Interface.py, 714 - Rendering sprite
5:4:41.631847 - Interface_Object.py, 715 - Button exit rendering
5:4:41.632847 - Interface_Object.py, 716 - Button start_typing rendering
5:4:41.632847 - Interface_Object.py, 717 - Button stop_typing rendering
5:4:41.634847 - Interface.py, 718 - Main cycle iteration
5:4:41.651858 - Interface.py, 719 - Rendering
5:4:41.651858 - Interface.py, 720 - Rendering sprite
5:4:41.655858 - Interface.py, 721 - Rendering sprite
5:4:41.660859 - Interface.py, 722 - Rendering sprite
5:4:41.665860 - Interface_Object.py, 723 - Button exit rendering
5:4:41.665860 - Interface_Object.py, 724 - Button start_typing rendering
5:4:41.665860 - Interface_Object.py, 725 - Button stop_typing rendering
5:4:41.666859 - Interface.py, 726 - Main cycle iteration
5:4:41.683866 - Interface.py, 727 - Rendering
5:4:41.683866 - Interface.py, 728 - Rendering sprite
5:4:41.688867 - Interface.py, 729 - Rendering sprite
5:4:41.693868 - Interface.py, 730 - Rendering sprite
5:4:41.697869 - Interface_Object.py, 731 - Button exit rendering
5:4:41.698869 - Interface_Object.py, 732 - Button start_typing rendering
5:4:41.698869 - Interface_Object.py, 733 - Button stop_typing rendering
5:4:41.699869 - Interface.py, 734 - Main cycle iteration
5:4:41.717384 - Interface_Object.py, 735 - Button exit intersection check
5:4:41.717384 - Interface_Object.py, 736 - Button exit intersection check passed
5:4:41.718386 - Interface_Object.py, 737 - Button exit press check
5:4:41.718386 - Interface_Object.py, 738 - Button exit intersection check
5:4:41.718386 - Interface_Object.py, 739 - Button exit intersection check passed
5:4:41.718386 - Interface_Object.py, 740 - Exit function activated
